StreetName,FullAddress,Post_Code,County,Lat,Long,Nbrhd_Comm
Newbury Park,1777 Newbury Park Dr Unit 455,95133.0,Santa Clara,37.36641625,-121.8671257,
Newbury Park,1777 Newbury Park Dr Unit 456,95133.0,Santa Clara,37.36633717,-121.8670347,
Newbury Park,1777 Newbury Park Dr Unit 457,95133.0,Santa Clara,37.3664413,-121.8670873,
Newbury Park,1777 Newbury Park Dr Unit 500,95133.0,Santa Clara,37.36642707,-121.8669054,
Newbury Park,1777 Newbury Park Dr Unit 501,95133.0,Santa Clara,37.36648422,-121.8669734,
Newbury Park,1777 Newbury Park Dr Unit 502,95133.0,Santa Clara,37.36645984,-121.8668593,
Newbury Park,1777 Newbury Park Dr Unit 503,95133.0,Santa Clara,37.36653099,-121.8669131,
Newbury Park,1777 Newbury Park Dr Unit 504,95133.0,Santa Clara,37.36652992,-121.8667853,
Newbury Park,1777 Newbury Park Dr Unit 506,95133.0,Santa Clara,37.36657341,-121.8668199,
Newbury Park,1777 Newbury Park Dr Unit 508,95133.0,Santa Clara,37.36661197,-121.8668543,
McVay,10575 McVay Ave,95127.0,Santa Clara,37.37198845,-121.8137999,
Newbury Park,1777 Newbury Park Dr Unit 509,95133.0,Santa Clara,37.36664955,-121.8670104,
Newbury Park,1777 Newbury Park Dr Unit 510,95133.0,Santa Clara,37.36670866,-121.8669512,
Newbury Park,1777 Newbury Park Dr Unit 511,95133.0,Santa Clara,37.36668592,-121.8670342,
Newbury Park,1777 Newbury Park Dr Unit 512,95133.0,Santa Clara,37.36675143,-121.8670047,
Newbury Park,1777 Newbury Park Dr Unit 513,95133.0,Santa Clara,37.36674504,-121.8670996,
Newbury Park,1777 Newbury Park Dr Unit 514,95133.0,Santa Clara,37.36681125,-121.8670633,
Newbury Park,1777 Newbury Park Dr Unit 515,95133.0,Santa Clara,37.36679926,-121.8671783,
Newbury Park,1777 Newbury Park Dr Unit 516,95133.0,Santa Clara,37.36684816,-121.8671042,
Newbury Park,1777 Newbury Park Dr Unit 518,95133.0,Santa Clara,37.36690772,-121.8671597,
Newbury Park,1777 Newbury Park Dr Unit 520,95133.0,Santa Clara,37.36695541,-121.8671972,
McVay,10577 McVay Ave,95127.0,Santa Clara,37.37220549,-121.8136482,
Newbury Park,1777 Newbury Park Dr Unit 522,95133.0,Santa Clara,37.36700171,-121.8672479,
Newbury Park,1777 Newbury Park Dr Unit 523,95133.0,Santa Clara,37.36687927,-121.8672958,
Newbury Park,1777 Newbury Park Dr Unit 524,95133.0,Santa Clara,37.36693909,-121.867326,
Newbury Park,1777 Newbury Park Dr Unit 525,95133.0,Santa Clara,37.36685409,-121.8673522,
Newbury Park,1777 Newbury Park Dr Unit 526,95133.0,Santa Clara,37.36690046,-121.867379,
Newbury Park,1777 Newbury Park Dr Unit 527,95133.0,Santa Clara,37.36679965,-121.8674284,
Newbury Park,1777 Newbury Park Dr Unit 529,95133.0,Santa Clara,37.36674572,-121.867497,
Newbury Park,1777 Newbury Park Dr Unit 530,95133.0,Santa Clara,37.36676944,-121.8675793,
Newbury Park,1777 Newbury Park Dr Unit 531,95133.0,Santa Clara,37.36669378,-121.8675659,
Newbury Park,1777 Newbury Park Dr Unit 532,95133.0,Santa Clara,37.36671961,-121.8676658,
Arbol,1058 Arbol Way,95126.0,Santa Clara,37.34687331,-121.9282836,
Newbury Park,1777 Newbury Park Dr Unit 533,95133.0,Santa Clara,37.36666603,-121.8676322,
Newbury Park,1777 Newbury Park Dr Unit 534,95133.0,Santa Clara,37.36668375,-121.867747,
Newbury Park,1777 Newbury Park Dr Unit 536,95133.0,Santa Clara,37.3666278,-121.8676942,
Newbury Park,1777 Newbury Park Dr Unit 538,95133.0,Santa Clara,37.36658483,-121.8676397,
Newbury Park,1777 Newbury Park Dr Unit 540,95133.0,Santa Clara,37.36654312,-121.8675782,
Newbury Park,1777 Newbury Park Dr Unit 541,95133.0,Santa Clara,37.36655758,-121.8675129,
Newbury Park,1777 Newbury Park Dr Unit 542,95133.0,Santa Clara,37.36649196,-121.8675302,
Newbury Park,1777 Newbury Park Dr Unit 543,95133.0,Santa Clara,37.36650792,-121.867466,
Newbury Park,1777 Newbury Park Dr Unit 544,95133.0,Santa Clara,37.36642873,-121.8674809,
Newbury Park,1777 Newbury Park Dr Unit 545,95133.0,Santa Clara,37.36645304,-121.8673912,
Belder,1058 Belder Dr,95120.0,Santa Clara,37.20177135,-121.8353506,
Newbury Park,1777 Newbury Park Dr Unit 546,95133.0,Santa Clara,37.36637397,-121.8674195,
Newbury Park,1777 Newbury Park Dr Unit 547,95133.0,Santa Clara,37.3664162,-121.8673421,
Newbury Park,1777 Newbury Park Dr Unit 548,95133.0,Santa Clara,37.36630899,-121.8673604,
Newbury Park,1777 Newbury Park Dr Unit 550,95133.0,Santa Clara,37.36626623,-121.8672864,
Newbury Park,1777 Newbury Park Dr Unit 551,95133.0,Santa Clara,37.3663108,-121.8672352,
Newbury Park,1777 Newbury Park Dr Unit 552,95133.0,Santa Clara,37.36625845,-121.8672008,
Newbury Park,1777 Newbury Park Dr Unit 553,95133.0,Santa Clara,37.36634176,-121.8671834,
Newbury Park,1777 Newbury Park Dr Unit 554,95133.0,Santa Clara,37.36629946,-121.8671436,
Newbury Park,1777 Newbury Park Dr Unit 555,95133.0,Santa Clara,37.3664075,-121.8671135,
Newbury Park,1777 Newbury Park Dr Unit 556,95133.0,Santa Clara,37.36634729,-121.8670448,
Belvedere,1058 Belvedere Ln,95129.0,Santa Clara,37.30732533,-122.0206805,
Newbury Park,1777 Newbury Park Dr Unit 557,95133.0,Santa Clara,37.36642877,-121.8670726,
Newbury Park,1777 Newbury Park Dr Unit Ofc,95133.0,Santa Clara,37.36640375,-121.8668814,
Nomark,1777 Nomark Ct,95125.0,Santa Clara,37.29273746,-121.9036815,
Parkview Green,1777 Parkview Green Cir,95131.0,Santa Clara,37.37923715,-121.8823386,
Quimby,1777 Quimby Rd,95122.0,Santa Clara,37.32890044,-121.8192693,
Rigoletto,1777 Rigoletto Dr,95122.0,Santa Clara,37.31960812,-121.8213894,
Rogers,1777 Rogers Ave,95112.0,Santa Clara,37.37697763,-121.910327,
Rosswood,1777 Rosswood Dr,95124.0,Santa Clara,37.24995696,-121.9151922,
Saratoga,1777 Saratoga Ave,95129.0,Santa Clara,37.29017929,-121.9945134,
Bennett,1058 Bennett Way,95125.0,Santa Clara,37.29483851,-121.8894368,
Saratoga,1777 Saratoga Ave Ste 100,95129.0,Santa Clara,37.29013323,-121.9945232,
Saratoga,1777 Saratoga Ave Ste 102,95129.0,Santa Clara,37.29013279,-121.9945576,
Saratoga,1777 Saratoga Ave Ste 104,95129.0,Santa Clara,37.29010709,-121.9944195,
Saratoga,1777 Saratoga Ave Ste 106,95129.0,Santa Clara,37.29010665,-121.9944539,
Saratoga,1777 Saratoga Ave Ste 108,95129.0,Santa Clara,37.29010621,-121.9944883,
Saratoga,1777 Saratoga Ave Ste 110,95129.0,Santa Clara,37.29010577,-121.9945226,
Saratoga,1777 Saratoga Ave Ste 112,95129.0,Santa Clara,37.29010533,-121.994557,
Saratoga,1777 Saratoga Ave Ste 114,95129.0,Santa Clara,37.29007963,-121.994419,
Saratoga,1777 Saratoga Ave Ste 115,95129.0,Santa Clara,37.29007919,-121.9944534,
Saratoga,1777 Saratoga Ave Ste 125,95129.0,Santa Clara,37.29007875,-121.9944877,
Big Oak,1058 Big Oak Ct,95129.0,Santa Clara,37.30703184,-121.9998994,
Saratoga,1777 Saratoga Ave Ste 130,95129.0,Santa Clara,37.29007831,-121.9945221,
Saratoga,1777 Saratoga Ave Ste 205,95129.0,Santa Clara,37.29007787,-121.9945565,
Saratoga,1777 Saratoga Ave Ste 206,95129.0,Santa Clara,37.29005217,-121.9944184,
Saratoga,1777 Saratoga Ave Ste 207,95129.0,Santa Clara,37.29005173,-121.9944528,
Saratoga,1777 Saratoga Ave Ste 208,95129.0,Santa Clara,37.29005129,-121.9944872,
Saratoga,1777 Saratoga Ave Ste 209,95129.0,Santa Clara,37.29005085,-121.9945215,
Saratoga,1777 Saratoga Ave Ste 210,95129.0,Santa Clara,37.29005041,-121.9945559,
Schulte,1777 Schulte Dr,95133.0,Santa Clara,37.3626804,-121.8614034,
Seville,1777 Seville Way,95131.0,Santa Clara,37.3801399,-121.8753585,
Smith,1777 Smith Ave,95112.0,Santa Clara,37.31304212,-121.8626042,
Branham,100 Branham Ln E Unit 2206,95111.0,Santa Clara,37.26880994,-121.8214089,
Bramble Wood,1058 Bramble Wood Ln,95131.0,Santa Clara,37.39073943,-121.9024803,
10th,1777 S 10th St,95112.0,Santa Clara,37.31370018,-121.8613003,
White,1777 S White Rd,95127.0,Santa Clara,37.34554016,-121.809865,
Stokes,1777 Stokes St Unit 1,95126.0,Santa Clara,37.30160651,-121.925184,
Stokes,1777 Stokes St Unit 2,95126.0,Santa Clara,37.30160224,-121.9252216,
Stokes,1777 Stokes St Unit 3,95126.0,Santa Clara,37.30157664,-121.9251519,
Stokes,1777 Stokes St Unit 4,95126.0,Santa Clara,37.30157664,-121.925184,
Tampa,1777 Tampa Way,95122.0,Santa Clara,37.33079297,-121.8358368,
Topeka,1777 Topeka Ave,95126.0,Santa Clara,37.3291966,-121.9290322,
Trudean,1777 Trudean Way,95132.0,Santa Clara,37.4031593,-121.8706882,
Bret Knoll,1058 Bret Knoll Ct,95120.0,Santa Clara,37.21072538,-121.8447732,
Hedding,1777 W Hedding St,95126.0,Santa Clara,37.33340183,-121.9332003,
Whispering Willow,1777 Whispering Willow Pl,95125.0,Santa Clara,37.29191707,-121.9120776,
Wyrick,1777 Wyrick Ave,95124.0,Santa Clara,37.25430847,-121.9151866,
Yerba Buena,1777 Yerba Buena Rd,95121.0,Santa Clara,37.29969296,-121.8036119,
Colombo,17770 Colombo Dr,95070.0,Santa Clara,37.29848327,-121.9812112,
McKinnon,17770 McKinnon Dr,95130.0,Santa Clara,37.29783167,-121.9819742,
McKinnon,17771 McKinnon Dr,95070.0,Santa Clara,37.29821763,-121.9815229,
Albert,1778 Albert Ave,95124.0,Santa Clara,37.25220879,-121.915357,
Balsa,1778 Balsa Ave,95124.0,Santa Clara,37.27121373,-121.9152555,
Bright Oak,1058 Bright Oak Pl,95120.0,Santa Clara,37.21497621,-121.8499539,
Barcelona,1778 Barcelona Ave,95124.0,Santa Clara,37.25300392,-121.9153239,
Bethany,1778 Bethany Ave,95132.0,Santa Clara,37.4016126,-121.8735207,
Beverly,1778 Beverly Blvd,95116.0,Santa Clara,37.35406935,-121.8547488,
Bevin Brook,1778 Bevin Brook Dr,95112.0,Santa Clara,37.31919806,-121.8539697,
Bird,1778 Bird Ave,95125.0,Santa Clara,37.30125418,-121.884972,
Biscayne,1778 Biscayne Way,95122.0,Santa Clara,37.33510779,-121.8353278,
Braddock,1778 Braddock Ct,95125.0,Santa Clara,37.29595324,-121.9234421,
Leonor,1778 Camino Leonor,95131.0,Santa Clara,37.3903274,-121.8890304,
Cardel,1778 Cardel Way,95124.0,Santa Clara,37.24400985,-121.9150219,
Cherry Grove,1778 Cherry Grove Dr,95125.0,Santa Clara,37.29240414,-121.9175319,
Mt Vernon,1690 Mt Vernon Dr,95125.0,Santa Clara,37.29110853,-121.9155836,
Chevalier,1778 Chevalier Dr,95124.0,Santa Clara,37.23990878,-121.9155173,
Coastland,1778 Coastland Ave,95125.0,Santa Clara,37.30023226,-121.8863662,
Comstock,1778 Comstock Ln,95124.0,Santa Clara,37.27697076,-121.9145228,
Conrad,1778 Conrad Ave,95124.0,Santa Clara,37.25141514,-121.9151502,
Curtner,1778 Curtner Ave,95124.0,Santa Clara,37.27840647,-121.9151329,
Dalton,1778 Dalton Pl,95124.0,Santa Clara,37.243408,-121.9109946,
Daltrey,1778 Daltrey Way,95132.0,Santa Clara,37.40339376,-121.8713393,
Broadway,1058 Broadway Ave,95125.0,Santa Clara,37.31142837,-121.8994989,
Davis,1778 Davis St Unit 1,95126.0,Santa Clara,37.33547871,-121.934176,
Davis,1778 Davis St Unit 2,95126.0,Santa Clara,37.33550617,-121.9341766,
Davis,1778 Davis St Unit 3,95126.0,Santa Clara,37.33550575,-121.934211,
Davis,1778 Davis St Unit 4,95126.0,Santa Clara,37.33547829,-121.9342104,
Davis,1778 Davis St Unit 5,95126.0,Santa Clara,37.33547787,-121.9342448,
Davis,1778 Davis St Unit 6,95126.0,Santa Clara,37.33550533,-121.9342454,
Donna,1778 Donna Ln,95124.0,Santa Clara,37.26256261,-121.9147157,
Dry Creek,1778 Dry Creek Rd,95124.0,Santa Clara,37.28456095,-121.9177031,
Duffy,1778 Duffy Way,95116.0,Santa Clara,37.34947132,-121.8501657,
Broadway,1058 Broadway Ave 1/2,95125.0,Santa Clara,37.31159739,-121.8997634,
Eaglehurst,1778 Eaglehurst Dr,95121.0,Santa Clara,37.30152867,-121.8031841,
Ellen,1778 Ellen Ave,95125.0,Santa Clara,37.29922228,-121.8880147,
Flickinger,1778 Flickinger Ave,95131.0,Santa Clara,37.39414434,-121.8823334,
Hamilton,1778 Hamilton Ave,95125.0,Santa Clara,37.29409476,-121.9175502,
Home Gate,1778 Home Gate Dr,95148.0,Santa Clara,37.33994543,-121.818874,
Indigo Oak,1778 Indigo Oak Ln,95121.0,Santa Clara,37.29672806,-121.8006803,
Infinity,1778 Infinity Way,95122.0,Santa Clara,37.32229987,-121.8503593,
Keesling,1778 Keesling Ave,95125.0,Santa Clara,37.29519792,-121.91735,
Ledgewood,1778 Ledgewood Dr,95124.0,Santa Clara,37.26327757,-121.9150978,
Lorenzen,1778 Lorenzen Dr,95124.0,Santa Clara,37.27527441,-121.9139465,
Brockhampton,1058 Brockhampton Ct,95136.0,Santa Clara,37.26723814,-121.8750472,
Los Gatos-Almaden,1778 Los Gatos-Almaden Rd,95124.0,Santa Clara,37.24330247,-121.9151335,
Loyola,1778 Loyola Dr,95122.0,Santa Clara,37.33463706,-121.8346404,
Magnolia Lake,1778 Magnolia Lake Ct,95131.0,Santa Clara,37.38524443,-121.893659,
Michon,1778 Michon Dr,95124.0,Santa Clara,37.24634528,-121.9154361,
Millsgate,1778 Millsgate Ln,95122.0,Santa Clara,37.32296557,-121.8488809,
Morrill,1778 Morrill Ave,95132.0,Santa Clara,37.40519461,-121.8669796,
Mt Kenya,1778 Mt Kenya Dr,95127.0,Santa Clara,37.35102874,-121.7988263,
Naglee,1778 Naglee Ave,95126.0,Santa Clara,37.32946157,-121.9293444,
Bruzzone,1058 Bruzzone Way,95131.0,Santa Clara,37.37069272,-121.8825042,
Nomark,1778 Nomark Ct,95125.0,Santa Clara,37.29291402,-121.9032023,
Oakland,1778 Oakland Rd,95131.0,Santa Clara,37.38686009,-121.8975164,
Oakland,1778 Oakland Rd Unit 11,95131.0,Santa Clara,37.3869709,-121.8974158,
Oakland,1778 Oakland Rd Unit 12,95131.0,Santa Clara,37.38696984,-121.8974494,
Oakland,1778 Oakland Rd Unit 14,95131.0,Santa Clara,37.38696984,-121.8974842,
Oakland,1778 Oakland Rd Unit 15,95131.0,Santa Clara,37.38696984,-121.8975191,
Oakland,1778 Oakland Rd Unit 16,95131.0,Santa Clara,37.38694427,-121.8973461,
Oakland,1778 Oakland Rd Unit 17,95131.0,Santa Clara,37.3869432,-121.897381,
Oakland,1778 Oakland Rd Unit 21,95131.0,Santa Clara,37.3869432,-121.8974145,
Oakland,1778 Oakland Rd Unit 22,95131.0,Santa Clara,37.3869432,-121.8974494,
Cedar Gables,1058 Cedar Gables Dr,95118.0,Santa Clara,37.261092,-121.8777165,
Oakland,1778 Oakland Rd Unit 23,95131.0,Santa Clara,37.38694213,-121.8974842,
Oakland,1778 Oakland Rd Unit 24,95131.0,Santa Clara,37.38694213,-121.8975177,
Oakland,1778 Oakland Rd Unit 25,95131.0,Santa Clara,37.38691656,-121.8973461,
Oakland,1778 Oakland Rd Unit 26,95131.0,Santa Clara,37.38691656,-121.8973796,
Oakland,1778 Oakland Rd Unit 27,95131.0,Santa Clara,37.3869155,-121.8974145,
Oakland,1778 Oakland Rd Unit 31,95131.0,Santa Clara,37.38691549,-121.8974494,
Oakland,1778 Oakland Rd Unit 32,95131.0,Santa Clara,37.38691549,-121.8974829,
Oakland,1778 Oakland Rd Unit 33,95131.0,Santa Clara,37.38691443,-121.8975177,
Oakland,1778 Oakland Rd Unit 34,95131.0,Santa Clara,37.38688886,-121.8973447,
Oakland,1778 Oakland Rd Unit 35,95131.0,Santa Clara,37.38688886,-121.8973796,
Chapman,1058 Chapman St,95126.0,Santa Clara,37.34079801,-121.9289215,
Oakland,1778 Oakland Rd Unit 36,95131.0,Santa Clara,37.38688886,-121.8974145,
Oakland,1778 Oakland Rd Unit 37,95131.0,Santa Clara,37.38688779,-121.897448,
Oakland,1778 Oakland Rd Unit 41,95131.0,Santa Clara,37.38688779,-121.8974829,
Oakland,1778 Oakland Rd Unit 42,95131.0,Santa Clara,37.38688672,-121.8975177,
Oakland,1778 Oakland Rd Unit 43,95131.0,Santa Clara,37.38686222,-121.8973447,
Oakland,1778 Oakland Rd Unit 44,95131.0,Santa Clara,37.38686115,-121.8973796,
Oakland,1778 Oakland Rd Unit 45,95131.0,Santa Clara,37.38686115,-121.8974131,
Oakland,1778 Oakland Rd Unit 46,95131.0,Santa Clara,37.38686008,-121.897448,
Oakland,1778 Oakland Rd Unit 47,95131.0,Santa Clara,37.38686008,-121.8974829,
Oakwood,1778 Oakwood Ave,95124.0,Santa Clara,37.25933666,-121.915071,
Branham,100 Branham Ln E Unit 2207,95111.0,Santa Clara,37.26865946,-121.8214183,
Cloverbrook,1058 Cloverbrook Dr,95120.0,Santa Clara,37.22534486,-121.8645546,
Olivetree,1778 Olivetree Dr,95131.0,Santa Clara,37.39865318,-121.8798044,
Parkview Green,1778 Parkview Green Cir,95131.0,Santa Clara,37.37939886,-121.8825801,
Casitas,1778 Plaza Casitas,95132.0,Santa Clara,37.40194183,-121.8793885,
Potrero,1778 Potrero Dr,95124.0,Santa Clara,37.27339166,-121.914089,
Quimby,1778 Quimby Rd,95122.0,Santa Clara,37.32917544,-121.8194293,
Rock Spring,1778 Rock Spring Dr Unit 1,95112.0,Santa Clara,37.31837124,-121.8556167,
Rock Spring,1778 Rock Spring Dr Unit 2,95112.0,Santa Clara,37.31838955,-121.8555797,
Rock Spring,1778 Rock Spring Dr Unit 3,95112.0,Santa Clara,37.31840658,-121.8555501,
Coriander,1058 Coriander Wkwy,95133.0,Santa Clara,37.38083051,-121.8640528,
Rock Spring,1778 Rock Spring Dr Unit 4,95112.0,Santa Clara,37.31843462,-121.8554969,
Rosswood,1778 Rosswood Dr,95124.0,Santa Clara,37.24985485,-121.9146387,
Sageland,1778 Sageland Dr,95131.0,Santa Clara,37.38150671,-121.874769,
Shady Creek,1778 Shady Creek Ct,95148.0,Santa Clara,37.35256482,-121.7919469,
Smith,1778 Smith Ave,95112.0,Santa Clara,37.31338454,-121.8620136,
Capitol,1778 S Capitol Ave,95127.0,Santa Clara,37.34260255,-121.8192103,
Tampa,1778 Tampa Way,95122.0,Santa Clara,37.33107323,-121.8353857,
Trudean,1778 Trudean Way,95132.0,Santa Clara,37.40339163,-121.8702851,
Wickham,1778 Wickham Rd,95132.0,Santa Clara,37.40406944,-121.8643455,
Crosspoint,1058 Crosspoint Ct,95120.0,Santa Clara,37.23600633,-121.8713943,
Widen,1778 Widen Ct,95132.0,Santa Clara,37.4043742,-121.8687229,
Willow Lake,1778 Willow Lake Ln,95131.0,Santa Clara,37.38632281,-121.8921007,
Wyrick,1778 Wyrick Ave,95124.0,Santa Clara,37.25379713,-121.9153275,
Colombo,17780 Colombo Dr,95070.0,Santa Clara,37.29864004,-121.9813901,
McKinnon,17780 McKinnon Dr,95130.0,Santa Clara,37.29797424,-121.9821582,
McKinnon,17781 McKinnon Dr,95070.0,Santa Clara,37.29837688,-121.9817206,
Albert,1779 Albert Ave,95124.0,Santa Clara,37.25265731,-121.9155051,
Bagpipe,1779 Bagpipe Way,95121.0,Santa Clara,37.30744081,-121.8098902,
Balsa,1779 Balsa Ave,95124.0,Santa Clara,37.27149284,-121.9157843,
Battersea,1779 Battersea Ct,95132.0,Santa Clara,37.41236505,-121.8524371,
Cumberland,1058 Cumberland Pl,95125.0,Santa Clara,37.28740831,-121.8849692,
Braddock,1779 Braddock Ct,95125.0,Santa Clara,37.2959207,-121.9234474,
Branham,1779 Branham Ln,95124.0,Santa Clara,37.25111737,-121.9153488,
Caloosa,1779 Caloosa Ct,95131.0,Santa Clara,37.38136185,-121.8786591,
Camargo,1779 Camargo Dr,95132.0,Santa Clara,37.40378162,-121.870203,
Leonor,1779 Camino Leonor,95131.0,Santa Clara,37.38967964,-121.8892227,
Cardel,1779 Cardel Way,95124.0,Santa Clara,37.24459962,-121.9150851,
Cathay,1779 Cathay Dr,95122.0,Santa Clara,37.33477967,-121.830418,
Cherry Grove,1779 Cherry Grove Dr,95125.0,Santa Clara,37.29288017,-121.9175378,
Curtner,1058 Curtner Ave,95125.0,Santa Clara,37.29010288,-121.8863322,
Conrad,1779 Conrad Ave,95124.0,Santa Clara,37.2518608,-121.9151802,
Curtner,1779 Curtner Ave,95124.0,Santa Clara,37.27880547,-121.9155714,
Dalton,1779 Dalton Pl,95124.0,Santa Clara,37.24384849,-121.9111116,
Donna,1779 Donna Ln,95124.0,Santa Clara,37.2629074,-121.9151418,
Duffy,1779 Duffy Way,95116.0,Santa Clara,37.34977678,-121.8504405,
Eaglehurst,1779 Eaglehurst Dr,95121.0,Santa Clara,37.30187599,-121.8034689,
Capitol,1779 E Capitol Expy,95121.0,Santa Clara,37.3095729,-121.8101484,
Everglade,1779 Everglade Ave,95122.0,Santa Clara,37.33801713,-121.838227,
Flickinger,1779 Flickinger Pl,95131.0,Santa Clara,37.39830969,-121.884231,
Foxworthy,1779 Foxworthy Ave,95124.0,Santa Clara,37.26839462,-121.9153873,
Danbury,1058 Danbury Dr,95129.0,Santa Clara,37.30766349,-122.0190756,
Frobisher,1779 Frobisher Way,95124.0,Santa Clara,37.27816574,-121.9149511,
Gable,1779 Gable Ln,95124.0,Santa Clara,37.23931173,-121.9160107,
Harmil,1779 Harmil Way,95125.0,Santa Clara,37.29851561,-121.8892218,
Hillsdale,1779 Hillsdale Ave,95124.0,Santa Clara,37.26460039,-121.9161646,
Isabel,1779 Isabel Dr,95125.0,Santa Clara,37.30092013,-121.9173249,
Ivy Mills,1779 Ivy Mills Ln,95122.0,Santa Clara,37.32323057,-121.848392,
Lancaster,1779 Lancaster Dr Unit 1,95124.0,Santa Clara,37.26122842,-121.9153266,
Lancaster,1779 Lancaster Dr Unit 10,95124.0,Santa Clara,37.26118558,-121.9155974,
Lancaster,1779 Lancaster Dr Unit 11,95124.0,Santa Clara,37.26121042,-121.9155401,
Delna Manor,1058 Delna Manor Ln,95128.0,Santa Clara,37.3069271,-121.9329526,
Lancaster,1779 Lancaster Dr Unit 12,95124.0,Santa Clara,37.26124283,-121.9154675,
Lancaster,1779 Lancaster Dr Unit 13,95124.0,Santa Clara,37.26126864,-121.9154054,
Lancaster,1779 Lancaster Dr Unit 14,95124.0,Santa Clara,37.26128887,-121.9153646,
Lancaster,1779 Lancaster Dr Unit 2,95124.0,Santa Clara,37.26121328,-121.9153601,
Lancaster,1779 Lancaster Dr Unit 3,95124.0,Santa Clara,37.26119523,-121.9153991,
Lancaster,1779 Lancaster Dr Unit 4,95124.0,Santa Clara,37.26117908,-121.9154296,
Lancaster,1779 Lancaster Dr Unit 5,95124.0,Santa Clara,37.26116171,-121.9154778,
Lancaster,1779 Lancaster Dr Unit 6,95124.0,Santa Clara,37.26113803,-121.9155297,
Lancaster,1779 Lancaster Dr Unit 7,95124.0,Santa Clara,37.26110904,-121.9155992,
Lancaster,1779 Lancaster Dr Unit 8,95124.0,Santa Clara,37.26108779,-121.9156584,
Durness,1058 Durness Pl,95122.0,Santa Clara,37.32049107,-121.8428982,
Lancaster,1779 Lancaster Dr Unit 9,95124.0,Santa Clara,37.2611522,-121.915694,
Ledgewood,1779 Ledgewood Dr,95124.0,Santa Clara,37.26353648,-121.9155819,
Los Gatos-Almaden,1779 Los Gatos-Almaden Rd,95124.0,Santa Clara,37.24383272,-121.9152213,
Loyola,1779 Loyola Dr,95122.0,Santa Clara,37.33500511,-121.8350086,
Lucretia,1779 Lucretia Ave,95122.0,Santa Clara,37.32233092,-121.8501473,
Magnolia Lake,1779 Magnolia Lake Ct,95131.0,Santa Clara,37.3851606,-121.8939745,
Marcy Lynn,1779 Marcy Lynn Ct,95124.0,Santa Clara,37.24485599,-121.9116673,
McCluhan,1779 McCluhan Way,95132.0,Santa Clara,37.40205074,-121.874132,
Michon,1779 Michon Dr,95124.0,Santa Clara,37.24677081,-121.9155651,
Brokaw,1058 E Brokaw Rd,95131.0,Santa Clara,37.38254086,-121.8976844,
Nelson,1779 Nelson Way,95124.0,Santa Clara,37.25907454,-121.9149092,
Ocala,1779 Ocala Ave,95122.0,Santa Clara,37.3327041,-121.8327734,
Parkview Green,1779 Parkview Green Cir,95131.0,Santa Clara,37.37920475,-121.882338,
Pine Hollow,1779 Pine Hollow Cir,95133.0,Santa Clara,37.36712815,-121.8625791,
